,person_id,login
0,560,0.006
1,2092,0.004117816091954022
2,1554,0.0
3,1345,0.0
4,1036,0.06
5,1101,0.03381296037711148
6,541,0.02734441560841909
7,799,0.024
8,960,0.0
9,1901,0.233
10,1475,0.0
11,1025,0.001
12,1119,0.019153961515420013
13,255,0.0
14,1709,0.0009895399418085441
15,873,0.019153961515420013
16,469,0.0008573913504795857
17,1761,0.050522840880722474
18,342,0.36279999999999996
19,284,0.0235
20,1084,9.001782531194296e-05
21,728,0.012948904025800928
22,564,0.02734441560841909
23,1883,0.166
24,1216,0.0
25,2096,0.02734441560841909
26,1608,0.019153961515420013
27,1490,0.0019410173160173158
28,450,0.435
29,1404,0.030583333333333337
30,896,0.0
31,565,0.0011428571428571427
32,1635,0.019153961515420013
33,1665,0.0010629939952520597
34,1221,0.0
35,90,0.44843919120095566
36,70,0.838
37,435,0.007
38,2149,0.0
39,64,0.0
40,1151,0.006
41,1245,0.0019410173160173158
42,503,0.0
43,191,0.4322241506042977
44,221,0.051
45,465,0.0008573913504795857
46,794,0.13689523809523813
47,1831,0.019153961515420013
48,663,0.0
49,1659,0.019153961515420013
50,1869,0.08682341269841275
51,482,0.0002389310562934851
52,280,0.593
53,1527,0.07303095238095239
54,256,0.28867436174936173
55,1559,0.09004753780483593
56,492,0.019153961515420013
57,772,0.02734441560841909
58,1865,0.03534181779620508
59,1024,0.0
60,1384,0.0011428571428571427
61,701,0.019153961515420013
62,1615,0.0
63,1651,0.02734441560841909
64,1727,0.657
65,1460,0.0
66,511,0.02734441560841909
67,1949,0.07567800484250495
68,1336,0.0
69,50,0.897
70,549,0.049
71,912,0.00022774678632064033
72,30,0.958
73,1808,0.0
74,1776,0.03534181779620508
75,520,0.001
76,623,0.51
77,536,0.02734441560841909
78,957,0.03381296037711148
79,953,0.0011428571428571427
80,1627,0.0
81,862,0.0
82,1100,0.15378095238095235
83,1836,0.019153961515420013
84,1201,0.0009909932659932662
85,1980,0.07567800484250495
86,1757,0.03381296037711148
87,1283,0.001
88,1686,0.02734441560841909
89,1117,0.03534181779620508
90,557,0.02734441560841909
91,48,0.731
92,1574,0.127
93,2024,0.0049833333333333335
94,1946,0.0
95,828,0.11021867341894466
96,921,0.011267857142857142
97,383,0.0411
98,2022,0.0209400254071388
99,2002,0.03534181779620508
100,2140,0.02734441560841909
101,1391,0.0026995478855845866
102,989,0.005
103,37,0.969
104,1696,0.0
105,635,0.08182222222222223
106,86,0.5308928571428574
107,1552,0.050522840880722474
108,948,0.0209400254071388
109,571,0.02734441560841909
110,1095,0.019153961515420013
111,979,0.019153961515420013
112,1786,0.02734441560841909
113,672,0.07107406015037596
114,1675,0.0007664822595704948
115,222,0.31445833904657416
116,1962,0.011267857142857142
117,306,0.0
118,1843,0.00922260171144324
119,874,0.07567800484250495
120,757,0.008666666666666668
121,680,0.0003333333333333333
122,105,0.953
123,1269,0.0
124,1756,0.07567800484250495
125,1705,0.0
126,720,0.049
127,1007,0.02734441560841909
128,920,0.02734441560841909
129,199,0.08749567046196235
130,1813,0.0209400254071388
131,1411,0.11921666666666665
132,1324,0.0019410173160173158
133,1368,0.019153961515420013
134,112,0.942
135,108,0.2527
136,1126,0.066
137,573,0.309
138,1759,0.09004753780483593
139,117,0.1451156107695657
140,142,0.09004753780483593
141,684,0.0
142,1415,0.02734441560841909
143,262,0.09004753780483593
144,2171,0.044311319334561804
145,1145,0.02734441560841909
146,130,0.08749567046196235
147,867,0.009154060403832914
148,51,0.9263333333333332
149,447,0.0
150,633,0.03534181779620508
151,1210,0.194
152,1108,0.0
153,822,0.0
154,1291,0.0
155,1779,0.0045
156,552,0.0
157,899,0.0016666666666666666
158,1968,0.050522840880722474
159,4,0.907
160,1358,0.0
161,1034,0.019153961515420013
162,152,0.05731368076368077
163,73,0.07331050338550338
164,968,0.007166666666666667
165,553,0.0
166,1925,0.4861798701298704
167,655,0.004
168,951,0.13695548560916235
169,1375,0.0
170,942,0.07259404761904763
171,871,0.02734441560841909
172,1149,0.06503333333333333
173,640,0.1451156107695657
174,196,0.4248318406266937
175,1300,0.657
176,1452,0.0026995478855845866
177,1717,0.0
178,1623,0.050522840880722474
179,1790,0.0006666666666666666
180,639,0.041
181,627,0.0
182,1464,0.063
183,1087,0.0
184,1684,0.11021867341894466
185,175,0.10922857142857142
186,163,0.10135
187,1044,0.0006666666666666666
188,197,0.350685101010101
189,1681,0.019153961515420013
190,760,0.21558809523809527
191,477,0.00022774678632064033
192,1743,0.0
193,1171,0.02734441560841909
194,903,0.02734441560841909
195,1352,0.00175
196,1918,0.02734441560841909
197,1058,0.07214761904761904
198,1910,0.0003333333333333333
199,2074,0.058
200,223,0.3775083333333334
201,146,0.731
202,1668,0.18857142857142856
203,1768,0.09004753780483593
204,239,0.7912852813852811
205,1418,0.188
206,811,0.0003333333333333333
207,1435,0.07107406015037596
208,1854,0.044311319334561804
209,303,0.28867436174936173
210,1459,0.0
211,1005,0.09004753780483593
212,2176,0.09004753780483593
213,34,0.633
214,562,0.011
215,711,0.002
216,1279,0.03381296037711148
217,1782,0.08139977979536801
218,102,0.09004753780483593
219,591,0.0011428571428571427
220,1335,0.04334761904761906
221,1984,0.03381296037711148
222,740,0.44186428571428565
223,2072,0.0
224,978,0.0
225,1251,0.050522840880722474
226,1347,0.0
227,1293,0.03381296037711148
228,168,0.7718333333333333
229,2127,0.0009909932659932662
230,136,0.08749567046196235
231,2081,0.044311319334561804
232,1286,0.03381296037711148
233,420,0.0
234,2041,0.0
235,709,0.0
236,442,0.0013484848484848486
237,1444,0.08125
238,1742,0.003833333333333333
239,678,0.0
240,1026,0.0
241,955,0.27277786383816394
242,285,0.6177622405372405
243,156,0.873
244,2121,0.1451156107695657
245,1670,0.017
246,636,0.002555735930735931
247,1610,0.0
248,330,0.0
249,1295,0.03381296037711148
250,534,0.12346428571428572
251,1274,0.03381296037711148
252,1178,0.03215744402656165
253,2122,0.007
254,2129,0.050522840880722474
255,956,0.1451156107695657
256,937,0.1445
257,808,0.02734441560841909
258,339,0.5345769841269842
259,66,0.005257038876156523
260,84,0.8696666666666666
261,1852,0.019183333333333333
262,1680,0.44186428571428565
263,1596,0.009354761904761904
264,945,0.15378095238095235
265,421,0.44186428571428565
266,1525,0.02
267,1851,0.019153961515420013
268,1091,0.011266666666666668
269,157,0.005257038876156523
270,1891,0.02734441560841909
271,384,0.019153961515420013
272,758,0.0
273,2111,0.02734441560841909
274,1795,0.07567800484250495
275,466,0.0002389310562934851
276,765,0.083
277,816,0.065
278,224,0.2537146464646464
279,462,0.11921666666666665
280,488,0.13695548560916235
281,702,0.0
282,987,0.03998885722121018
283,1582,0.0
284,1935,0.050522840880722474
285,1897,0.0
286,65,0.33798730158730145
287,1121,0.0209400254071388
288,494,0.022331293706293706
289,1817,0.02734441560841909
290,1947,0.019153961515420013
291,52,0.922
292,1028,0.08515634920634921
293,2075,0.28392487341370437
294,1875,0.08139977979536801
295,1,0.932
296,1534,0.013660287562368176
297,15,0.915
298,29,0.55
299,581,0.031
300,1200,0.0
301,716,0.019153961515420013
302,936,0.0003301282051282051
303,295,0.10373333333333332
304,414,0.0
305,1519,0.03534181779620508
306,1798,0.13695548560916235
307,1481,0.003333333333333333
